revid,nameofrevolution,location,worldregion,startdatetxt,startdate,startyear,enddatetxt,enddate,endyear,yrsduration,monthsduration,daysduration,ongoing,startprior1900,fiveyrperiodstr,uncode,cowcode,cowmetrocode,unmetrocode,isoabb,indstate,colony,stateterr,foroccup,externalwar,electoralrev,politreform,urbmixrur,urbandum,leftist,antimonarch,democrat,independ,anticolonial,separatist,islamist,ethnicorder,eliterivalry,rightwing,anticommunist,othergoal,armed,civilwar,armednocivwar,urbanarmed,riots,landseizures,demonstrations,strikes,civilresistance,urbancivic,coupvolution,urbanleftist,ruralleftist,otherrural,otherurban,particnum,merchants,middleclass,intelligentsia,youth,peasants,gentry,workers,urbanpoor,business,clergy,soldiers,ethnicgroups,otherpart,totaldeaths,logdeaths,lndeaths,deathavgperyr,deathscat,ongoing,success,attainedpower,oldoverthrown,endproc,died
366,First Naxalite Uprising,India,Asia,"May 18, 1967",18/05/1967,1967,July 1972,31/07/1972,1972,6,63,1902,0,0,1965-69,356,750,,,IND,1,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2000,0,0,1,1,1,0,0,0,0,0,0,1,1,1180,3.071882,7.07327,196.7,4,0,0,0,0,1,0
239,Nigerian Civil War,Nigerian-controlled Iboland,Sub-Saharan Africa,"May 30, 1967",30/05/1967,1967,"January 15, 1970",15/01/1970,1970,3,32,962,0,0,1965-69,,4790,475,566,,0,0,1,0,0,0,0,RU,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,1,1,1,2250000,6.352183,14.626441,750000,6,0,0,0,0,4,1
364,Tupamaros,Uruguay,Latin America/Carribean,1967,30/06/1967,1967,"January 1, 1975",01/01/1975,1975,8,91,2743,0,0,1965-69,858,165,,,URY,1,0,0,0,0,0,0,U,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3000,0,0,1,1,0,0,1,0,0,0,0,0,0,,,,,,0,0,0,1,1,1
260,Bangladesh Secession,Pakistan-controlled East Pakistan,Asia,"January 6, 1968",06/01/1968,1968,"December 16, 1971",16/12/1971,1971,4,48,1441,0,0,1965-69,50,771,770,586,BGD,0,0,1,0,1,1,0,UR,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,90000,0,1,1,1,1,0,1,0,0,0,1,1,1,250000,5.39794,12.429216,62500,6,0,1,3,0,5,1
236,May 1968 in France,France,Europe,"May 6, 1968",06/05/1968,1968,"May 30, 1968",30/05/1968,1968,1,1,25,0,0,1965-69,250,220,,,FRA,1,0,0,0,0,0,0,U,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,10000000,0,0,1,1,0,0,1,0,0,0,0,0,0,12,1.079181,2.484907,12,2,0,0,1,0,12,0
368,Basque Separatist Movement,Spanish-controlled Basque Lands,Europe,"June 7, 1968",07/06/1968,1968,"October 20, 2011",20/10/2011,2011,44,521,15841,0,0,1965-69,,2301,230,724,,0,0,1,0,0,0,0,U,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000,0,0,1,1,1,0,0,0,0,0,0,1,1,1213,3.083861,7.100852,27.6,4,0,0,0,1,10,0
367,Second Malayan Emergency,Malaysia,Asia,"June 17, 1968",17/06/1968,1968,"December 2, 1989",02/12/1989,1989,22,258,7839,0,0,1965-69,458,820,,,MYS,1,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2400,0,0,1,1,1,0,0,0,0,0,0,1,1,367,2.564666,5.905362,16.7,3,0,0,0,1,4,0
210,NPA Communist Revolution,Philippines,Asia,"March 29, 1969",29/03/1969,1969,Ongoing,,,46,550,16714,1,0,1965-69,608,840,,,PHL,1,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,26000,0,0,1,1,1,0,0,1,0,0,0,0,0,40000,4.60206,10.596635,909.1,5,1,0,0,1,13,
247,ERP/Montoneros Rebellion,Argentina,Latin America/Carribean,1969,01/07/1969,1969,late 1977,31/12/1977,1977,9,103,3106,0,0,1965-69,32,160,,,ARG,1,0,0,0,0,0,0,U,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10000,0,0,1,1,0,0,0,0,0,0,0,0,0,16000,4.20412,9.680344,1777.8,5,0,0,0,1,1,1
230,Black Power Revolution in Trinidad,Trinidad and Tobago,Latin America/Carribean,"February 9, 1970",09/02/1970,1970,"April 25, 1970",25/04/1970,1970,1,3,76,0,0,1970-74,780,52,,,TTO,1,0,0,0,0,0,0,U,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,30000,0,0,1,1,0,0,1,1,0,0,1,1,1,6,0.778151,1.791759,6,1,0,0,1,0,1,0
261,Black September in Jordan,Jordan,Middle East/North Africa,"September 1, 1970",01/09/1970,1970,"June 15, 1971",15/06/1971,1971,1,10,288,0,0,1970-74,400,663,,,JOR,1,0,0,0,1,0,0,UR,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,1,1,9567,3.980776,9.166075,9567,4,0,0,0,0,4,0
390,Monima Revolt,Madagascar,Sub-Saharan Africa,"April 1, 1971",01/04/1971,1971,"April 2, 1971",02/04/1971,1971,1,1,2,0,0,1970-74,450,580,,,MDG,1,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1500,0,0,1,0,1,0,0,0,0,0,0,0,0,525,2.720159,6.263398,525,3,0,0,0,0,1,1
89,1971 JVP Insurrection,Sri Lanka,Asia,"April 5, 1971",05/04/1971,1971,"May 31, 1971",31/05/1971,1971,1,2,57,0,0,1970-74,144,780,,,LKA,1,0,0,0,0,0,0,R,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20000,0,0,0,1,0,0,0,0,0,0,0,0,1,7440,3.871573,8.914626,7440,4,0,0,0,0,4,0
321,1972 Rotaka Revolution,Madagascar,Asia,"April 24, 1972",24/04/1972,1972,"May 18, 1972",18/05/1972,1972,1,1,25,0,0,1970-74,450,580,,,MDG,1,0,0,0,0,1,0,U,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,100000,0,1,0,1,1,0,1,1,0,0,0,0,1,34,1.531479,3.526361,34,2,0,1,2,0,3,1
90,First Burundi civil war,Burundi,Sub-Saharan Africa,"April 29, 1972",29/04/1972,1972,"July 31, 1972",31/07/1972,1972,1,4,94,0,0,1970-74,108,516,,,BDI,1,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,0,1,1,0,0,0,0,0,1,1,1,176667,5.247155,12.082022,176667,6,0,0,0,0,4,1
235,Moro Rebellion,Philippines-controlled Mindinao,Asia,"October 24, 1972",24/10/1972,1972,"October 15, 2012",15/10/2012,2012,40,480,14602,0,0,1970-74,,8403,840,608,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,40000,0,0,1,1,1,0,0,0,0,0,0,1,1,63000,4.799341,11.05089,1575,6,0,0,1,1,7,0
203,Baloch Insurgency,Pakistan-controlled Baluchistan,Asia,February 1973,01/02/1973,1973,End of 1978,31/12/1978,1978,6,71,2160,0,0,1970-74,,7588,770,586,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,55000,0,0,0,1,1,1,0,0,0,0,0,1,1,11527,4.061716,9.352447,1921.2,5,0,0,0,1,4,1
92,1973 Thai Democracy Movement,Thailand,Asia,"October 6, 1973",06/10/1973,1973,"October 14, 1973",14/10/1973,1973,1,1,9,0,0,1970-74,764,800,,,THA,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,250000,0,1,1,1,0,0,1,0,0,0,0,0,0,300,2.477121,5.703782,300,3,0,1,3,0,2,1
185,Greek Polytechnic Uprising,Greece,Europe,"November 14, 1973",14/11/1973,1973,"November 17, 1973",17/11/1973,1973,1,1,4,0,0,1970-74,300,350,,,GRC,1,0,0,0,0,0,1,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100000,0,0,1,1,0,0,1,0,0,0,0,0,0,54,1.732394,3.988984,54,2,0,0,0,0,1,1
93,Carnation Revolution,Portugal,Europe,"April 25, 1974",25/04/1974,1974,"November 25, 1975",25/11/1975,1975,2,20,580,0,0,1970-74,620,235,,,PRT,1,0,0,0,1,0,0,U,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,100000,0,1,1,1,1,0,1,0,0,0,1,0,0,5,0.69897,1.609438,2.5,1,0,1,3,0,14,0
266,Ethiopian Civil War,Ethiopia,Sub-Saharan Africa,"September 12, 1974",12/09/1974,1974,"May 28, 1991",28/05/1991,1991,17,201,6103,0,0,1970-74,231,530,,,ETH,1,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30000,0,0,0,1,1,0,0,0,0,0,0,1,1,815000,5.911157,13.610943,47941.2,6,0,1,3,0,5,0
95,Second Lebanese civil war,Lebanon,Middle East/North Africa,"April 13, 1975",13/04/1975,1975,"October 13, 1990",13/10/1990,1990,16,187,5663,0,0,1975-79,422,660,,,LBN,1,0,0,0,1,0,0,U,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,72000,0,0,0,1,0,0,0,0,0,0,1,1,1,103500,5.01494,11.547327,6468.8,6,0,0,1,0,7,0
96,Angolan civil war,Angola,Sub-Saharan Africa,"November 11, 1975",11/11/1975,1975,"April 4, 2002",04/04/2002,2002,27,317,9642,0,0,1975-79,24,540,,,AGO,1,0,0,0,1,0,0,R,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,77000,0,0,0,0,1,0,0,0,0,0,0,1,1,420000,5.623249,12.94801,15555.6,6,0,0,0,0,4,0
99,Laotian guerilla war,Laos,Asia,"December 2, 1975",02/12/1975,1975,1990,31/12/1990,1990,16,181,5509,0,0,1975-79,418,812,,,LAO,1,0,0,1,1,0,0,R,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,40000,0,0,0,0,1,0,0,0,0,0,0,1,1,70000,4.845098,11.156251,4375,6,0,0,0,0,4,0
98,Colombian civil war,Colombia,Latin America/Carribean,1976,30/06/1976,1976,Ongoing,,,39,463,14064,1,0,1975-79,170,100,,,COL,1,0,0,0,0,0,0,RU,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,30000,0,0,1,1,1,0,0,0,0,0,0,1,1,175000,5.243038,12.072541,4729.7,6,1,0,0,0,13,
215,Aceh Insurgency,Indonesian-controlled Aceh,Asia,"December 4, 1976",04/12/1976,1976,"August 15, 2005",15/08/2005,2005,29,345,10482,0,0,1975-79,,8506,850,360,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27000,0,0,0,1,1,0,0,0,0,1,0,1,1,15000,4.176091,9.615805,517.2,5,0,0,1,1,10,0
97,Mozambican civil war,Mozambique,Sub-Saharan Africa,"May 30, 1977",30/05/1977,1977,"October 15, 1992",15/10/1992,1992,16,185,5618,0,0,1975-79,508,541,,,MOZ,1,0,0,0,1,0,0,R,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,0,0,0,0,1,0,0,0,0,0,0,1,1,500000,5.69897,13.122363,31250,6,0,0,0,0,7,0
102,Iranian Revolution,Iran,Middle East/North Africa,"January 9, 1978",09/01/1978,1978,"February 11, 1979",11/02/1979,1979,2,14,399,0,0,1975-79,364,630,,,IRN,1,0,0,0,0,0,0,U,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,2000000,1,1,1,1,0,0,1,1,0,1,0,0,0,2781,3.444357,7.930925,1390.5,4,0,1,3,0,9,0
91,Sandinista Revolution,Nicaragua,Latin America/Carribean,"January 10, 1978",10/01/1978,1978,"July 19, 1979",19/07/1979,1979,2,19,556,0,0,1975-79,558,93,,,NIC,1,0,0,0,0,0,1,RU,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,30000,0,1,1,1,1,0,1,0,0,0,0,0,0,30000,4.477121,10.308953,15000,5,0,1,3,0,5,1
100,Saur (April) Revolution,Afghanistan,Middle East/North Africa,"April 19, 1978",19/04/1978,1978,"April 28, 1978",28/04/1978,1978,1,1,10,0,0,1975-79,4,700,,,AFG,1,0,0,0,0,0,0,U,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,15000,0,1,1,0,0,0,0,0,0,0,1,1,1,1036,3.01536,6.943122,1036,4,0,1,3,0,3,1
101,Ugandan civil war,Uganda,Sub-Saharan Africa,"October 28, 1978",28/10/1978,1978,"April 11, 1979",11/04/1979,1979,1,6,166,0,0,1975-79,800,500,,,UGA,1,0,0,0,1,0,0,R,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,0,0,0,0,0,0,0,0,0,0,1,1,1,2062,3.314289,7.631432,2062,4,0,1,3,0,5,1
103,Afghan civil war,Afghanistan,Middle East/North Africa,March 1979,01/03/1979,1979,"April 30, 1992",30/04/1992,1992,14,159,4810,0,0,1975-79,4,700,,,AFG,1,0,0,1,1,0,0,R,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,250000,0,0,0,0,1,1,0,0,0,1,0,1,1,1023333,6.010017,13.838576,68222.2,6,0,1,3,1,5,1
105,El Salvador Civil War,El Salvador,Latin America/Carribean,"May 9, 1979",09/05/1979,1979,"January 16, 1992",16/01/1992,1992,13,153,4636,0,0,1975-79,222,92,,,SLV,1,0,0,0,0,1,0,RU,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,250000,0,0,1,1,1,0,1,0,0,1,0,0,0,77500,4.889302,11.258033,5961.5,6,0,0,1,1,7,1
109,Islamist Uprising in Syria,Syria,Middle East/North Africa,"June 16, 1979",16/06/1979,1979,"February 28, 1982",28/02/1982,1982,3,33,989,0,0,1975-79,760,652,,,SYR,1,0,0,0,1,0,0,U,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,10000,0,0,0,0,0,1,0,0,0,1,0,1,1,23333,4.367971,10.057624,23333,5,0,0,0,0,4,0
294,Second Naga Insurgency,Indian-controlled Nagaland,Asia,"January 31, 1980",31/01/1980,1980,Ongoing,,,35,420,12754,1,0,1980-84,,7509,750,356,,0,0,1,0,0,0,0,R,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5500,0,0,1,0,1,0,0,0,0,0,0,1,1,1492,3.173769,7.307873,42.6,4,1,0,0,0,13,
391,Second Chadian civil war,Chad,Sub-Saharan Africa,March 1980,01/03/1980,1980,August 1983,31/08/1983,1983,4,43,1279,0,0,1980-84,148,483,,,TCD,1,0,0,0,1,0,0,R,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2500,0,0,0,0,0,0,0,0,0,0,1,1,1,8500,3.929419,9.047821,2125,4,0,1,3,0,10,1
107,Sendero Luminoso,Peru,Latin America/Carribean,"March 17, 1980",17/03/1980,1980,July 1999,31/07/1999,1999,20,233,7076,0,0,1980-84,604,135,,,PER,1,0,0,0,0,0,1,R,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10000,0,0,1,1,1,0,0,0,0,0,0,1,1,47140,4.67339,10.760877,2357,5,0,0,0,1,4,1
104,Kwangju Uprising,South Korea,Asia,"May 18, 1980",18/05/1980,1980,"May 27, 1980",27/05/1980,1980,1,1,10,0,0,1980-84,410,732,,,KOR,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,10000,0,1,1,1,0,0,1,0,0,0,0,0,0,1067,3.028164,6.972606,1067,4,0,0,0,0,1,1
106,Solidarity Uprising,Poland,Europe,"August 14, 1980",14/08/1980,1980,"July 22, 1983",22/07/1983,1983,3,36,1073,0,0,1980-84,616,290,,,POL,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,10000000,0,1,1,1,1,0,1,0,0,1,0,0,0,104,2.017033,4.644391,52,3,0,0,0,0,1,1
275,Uganda Bush War,Uganda,Sub-Saharan Africa,"February 6, 1981",06/02/1981,1981,"January 25, 1986",25/01/1986,1986,5,60,1815,0,0,1980-84,800,500,,,UGA,1,0,0,0,0,1,0,R,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16000,0,0,1,0,1,0,0,0,0,0,0,1,1,300000,5.477121,12.611538,60000,6,0,1,3,1,5,0
370,Mujahideen Rebellion,Iran,Middle East/North Africa,"June 20, 1981",20/06/1981,1981,"May 1, 2003",01/05/2003,2003,22,263,7986,0,0,1980-84,364,630,,,IRN,1,0,0,0,1,0,0,UR,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3000,0,0,1,1,0,0,0,0,0,0,0,0,0,17100,4.232996,9.746834,777.3,5,0,0,0,0,1,0
268,Sikh Separatist Insurgency,Indian-controlled Punjab,Asia,"September 9, 1981",09/09/1981,1981,"August 31, 1995",31/08/1995,1995,14,168,5105,0,0,1980-84,,7512,750,356,,0,0,1,0,0,0,1,U,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30000,0,0,1,1,1,0,0,0,0,0,0,1,1,20000,4.30103,9.903488,1428.6,5,0,0,1,0,7,0
108,Contra wars,Nicaragua,Latin America/Carribean,April 1982,01/04/1982,1982,"April 1, 1990",01/04/1990,1990,9,97,2923,0,0,1980-84,558,93,,,NIC,1,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23000,0,0,0,0,1,0,0,0,0,0,0,1,1,30000,4.477121,10.308953,3750,5,0,0,2,0,12,1
276,Bolivian Anti-Military Protests,Bolivia,Latin America/Carribean,"September 1, 1982",01/09/1982,1982,"September 17, 1982",17/09/1982,1982,1,1,17,0,0,1980-84,68,145,,,BOL,1,0,0,0,0,0,1,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100000,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,3,0,2,1
237,Second Sudanese Civil War,Sudanese-controlled South Sudan,Sub-Saharan Africa,June 1983,01/06/1983,1983,"January 9, 2005",09/01/2005,2005,22,260,7894,0,0,1980-84,,626,625,736,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,120000,0,1,1,1,1,0,0,0,0,0,1,1,1,1500000,6.176091,14.220976,68181.8,6,0,1,2,1,7,0
196,Sri Lankan Civil War,Tamil-inhabited northern and eastern Sri Lanka,Asia,"July 23, 1983",23/07/1983,1983,"May 16, 2009",01/03/2009,2009,26,308,9354,0,0,1980-84,,7801,780,144,,0,0,1,0,0,0,0,R,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30000,0,0,1,1,0,0,0,0,0,0,0,1,1,80000,4.90309,11.289782,3076.9,6,0,0,0,0,4,0
212,PKK Kurdish Rebellion in Turkey,Turkish-controlled Kurdistan,Middle East/North Africa,"August 15, 1984",15/08/1984,1984,"September 1, 1999",01/09/1999,1999,16,181,5496,0,0,1980-84,,6405,640,792,,0,0,1,0,0,0,0,RU,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,17000,0,0,1,1,1,0,0,0,0,0,0,1,1,47500,4.676694,10.768485,2968.8,5,0,0,0,0,10,0
295,New Caledonian Uprising,French-controlled New Caledonia,Pacific Oceania,"November 18, 1984",18/11/1984,1984,"November 6, 1988",06/11/1988,1988,4,48,1450,0,0,1980-84,540,930,220,250,NCL,0,1,0,1,0,0,0,R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,8000,0,0,0,0,0,0,0,0,0,0,0,1,1,36,1.556303,3.583519,9,2,0,0,1,0,7,0
193,Sudanese 1985 Revolution,Sudan,Sub-Saharan Africa,"March 26, 1985",26/03/1985,1985,"April 6, 1985",06/04/1985,1985,1,1,12,0,0,1985-89,736,625,,,SDN,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,2000000,0,1,0,1,0,0,1,1,0,0,1,0,0,18,1.255273,2.890372,18,2,0,1,3,0,3,1
207,Haitian Uprising,Haiti,Latin America/Carribean,October 1985,01/10/1985,1985,"Feburary 7, 1986",07/02/1986,1986,1,5,130,0,0,1985-89,332,41,,,HTI,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,60000,0,1,0,1,0,0,1,1,0,1,1,0,0,103,2.012837,4.634729,103,3,0,1,2,0,9,1
110,People Power Revolution,Philippines,Asia,"February 15, 1986",15/02/1986,1986,"February 25, 1986",25/02/1986,1986,1,1,11,0,0,1985-89,608,840,,,PHL,1,0,0,0,0,1,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1500000,0,1,1,1,0,0,1,0,0,1,1,0,1,12,1.079181,2.484907,12,2,0,1,3,0,9,1
209,Somali Revolution,Somalia,Sub-Saharan Africa,"May 23, 1986",23/05/1986,1986,"January 26, 1991",26/01/1991,1991,5,57,1710,0,0,1985-89,706,520,,,SOM,1,0,0,0,1,0,0,RU,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,40000,0,0,0,0,0,0,0,0,0,0,0,1,1,80000,4.90309,11.289782,16000,6,0,1,3,0,9,1
272,Ugandan Holy Spirit Movement,Uganda,Sub-Saharan Africa,August 1986,01/08/1986,1986,November 1987,30/11/1987,1987,2,16,487,0,0,1985-89,800,500,,,UGA,1,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,0,1,0,1,1,0,0,0,1,0,1,1,1,10000,4,9.21034,5000,4,0,0,0,0,4,0
194,South Korean June Uprising,South Korea,Asia,"April 13, 1987",13/04/1987,1987,"June 29, 1987",29/06/1987,1987,1,3,78,0,0,1985-89,410,732,,,KOR,1,0,0,0,0,0,1,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1000000,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,2,0,7,0
112,1987 JVP Insurrection,Sri Lanka,Asia,June 1987,01/06/1987,1987,November 1989,01/11/1989,1989,3,30,885,0,0,1985-89,144,780,,,LKA,1,0,0,1,0,0,0,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,7000,0,0,1,1,1,0,0,1,0,0,0,1,1,56250,4.750122,10.937561,18750,6,0,0,0,0,1,0
190,Panamanian Civic Crusade,Panama,Latin America/Carribean,June 1987,01/06/1987,1987,"November 13, 1987",13/11/1987,1987,1,6,166,0,0,1985-89,591,95,,,PAN,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,100000,1,1,1,1,0,0,1,0,1,1,0,0,0,2,0.30103,0.693147,2,1,0,0,0,0,1,1
280,1987 Tibetan Uprising,Chinese-controlled Tibet,Asia,"September 27, 1987",27/09/1987,1987,"March 8, 1989",08/03/1989,1989,2,18,529,0,0,1985-89,,7910,710,156,,0,0,1,1,0,0,1,U,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10000,0,0,0,0,0,0,0,0,0,1,0,1,1,600,2.778151,6.39693,300,3,0,0,0,0,1,0
111,First Intifada,Israeli-occupied West Bank and Gaza,Middle East/North Africa,"December 8, 1987",08/12/1987,1987,"September 13, 1993",13/09/1993,1993,6,70,2107,0,0,1985-89,,665,666,376,,0,0,1,1,0,0,0,U,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,150000,1,1,1,1,1,0,1,0,0,0,0,1,1,2322,3.365862,7.750184,387,4,0,0,1,0,7,0
371,Bodo Insurgency,Indian-controlled Bodoland,Asia,January 1988,01/01/1988,1988,"October 30, 2003",30/10/2003,2003,16,190,5782,0,0,1985-89,,7508,750,356,,0,0,1,0,0,0,0,R,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3500,0,0,0,1,1,0,0,0,0,0,0,1,1,1742,3.241048,7.462789,108.9,4,0,0,1,0,7,0
114,8888 Uprising,Myanmar,Asia,"March 12, 1988",12/03/1988,1988,"September 21, 1988",21/09/1988,1988,1,7,194,0,0,1985-89,104,775,,,MMR,1,0,0,0,0,0,0,U,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2000000,0,1,1,1,1,0,1,0,0,1,0,0,0,6500,3.812913,8.779557,6500,4,0,0,0,0,1,1
374,Lord's Resistance Army Insurgency,Uganda,Sub-Saharan Africa,June 1988,01/06/1988,1988,Ongoing,,,27,320,9710,1,0,1985-89,800,500,,,UGA,1,0,0,1,0,0,0,R,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4000,0,0,0,1,1,0,0,0,0,0,1,1,1,65000,4.812914,11.082143,2407.4,6,1,0,0,0,13,
